model_name,train_accuracy,test_accuracy,test_f1,train_time
XGBoost,,0.7657408571069498,0.7615464025046546,261.22952365875244
LinearSVC,,0.762598969460852,0.7579308219724289,8.914764642715454
LogisticRegression,,0.7622219429433204,0.7553520700334526,11.511918306350708
MultinomialNB_CountVec,,0.6918436596707301,0.6897398790810472,5.490252256393433
RandomForest,,0.6830463742616564,0.662724297022433,209.70371341705322
MultinomialNB_TFIDF,,0.6629382933266307,0.6438995650994404,6.380620241165161
